gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
CG3604,chr2L:3697241-3697872,warm,cold,OK,32.832,11.9752,-1.45506,-5.7444,5.00E-05,0.000245228,yes
CG10031,chr2L:3698450-3699091,warm,cold,OK,51.2913,19.2939,-1.41057,-6.32611,5.00E-05,0.000245228,yes
CG31778,chr2L:3703658-3705462,warm,cold,OK,22.8214,7.41898,-1.62109,-4.0521,5.00E-05,0.000245228,yes
CG31777,chr2L:3706550-3707063,warm,cold,OK,30.4369,27.2479,-0.159678,-0.806317,0.3972,0.569701,no
cutlet,chr2L:3707229-3711748,warm,cold,OK,0.511792,1.19847,1.22757,2.25461,0.0001,0.000469607,yes
CG31955,chr2L:3712153-3712866,warm,cold,OK,5.3152,12.4169,1.22411,1.98766,5.00E-05,0.000245228,yes
CG2818,chr2L:3713298-3717798,warm,cold,OK,2.63175,2.88308,0.131588,0.0810827,0.9055,0.951886,no
CG2818,chr2L:3713298-3717798,warm,cold,OK,6.74203,5.21124,-0.371557,-0.464219,0.6594,0.795357,no
lectin-24A,chr2L:3713298-3717798,warm,cold,OK,7.15801,1.80169,-1.99021,-1.52605,0.00305,0.0104708,yes
CR43704,chr2L:3769925-3770454,warm,cold,OK,2.12484,1.99696,-0.0895483,-0.1516,0.8261,0.904875,no
CG3407,chr2L:3810800-3813410,warm,cold,OK,2.85334,2.41555,-0.240297,-0.640885,0.1815,0.320438,no
CR44078,chr2L:3861404-3862097,warm,cold,NOTEST,0.22218,1.35547,2.60899,0,1,1,no
CG31957,chr2L:3867696-3872458,warm,cold,OK,18.5227,17.8045,-0.0570533,-0.0655602,0.88465,0.938566,no
capu,chr2L:3872645-3902872,warm,cold,OK,77.3829,62.8903,-0.299178,-1.2661,0.00555,0.0177061,yes
fred,chr2L:3902927-3991713,warm,cold,OK,1.4966,2.08211,0.476355,0.466741,0.2975,0.464095,no
CG31773,chr2L:3902927-3991713,warm,cold,OK,87.1615,89.0333,0.0306538,0.124758,0.77755,0.875689,no
Or24a,chr2L:4164688-4166134,warm,cold,NOTEST,0.0413959,0.0441864,0.0941147,0,1,1,no
CG31961,chr2L:4186249-4187793,warm,cold,OK,10.7735,15.9709,0.567959,1.7944,5.00E-05,0.000245228,yes
CG3714,chr2L:4188121-4198071,warm,cold,OK,53.1645,31.9806,-0.733265,-3.04043,5.00E-05,0.000245228,yes
ft,chr2L:4198403-4221796,warm,cold,OK,0.488952,3.87025,2.98466,9.78134,5.00E-05,0.000245228,yes
CG3702,chr2L:4224649-4227097,warm,cold,OK,95.3061,101.992,0.0978191,0.4272,0.3445,0.516422,no
CR44059,chr2L:4246208-4249676,warm,cold,OK,0.981711,1.28966,0.393616,0.596883,0.2508,0.409625,no
CR44080,chr2L:4259945-4261101,warm,cold,NOTEST,0.699964,0.650516,-0.105698,0,1,1,no
Art2,chr2L:4277695-4279315,warm,cold,OK,2.95538,2.89782,-0.0283761,-0.0696747,0.89055,0.942204,no
CG17612,chr2L:4361924-4382735,warm,cold,OK,3.71703,4.21589,0.181685,0.360225,0.40735,0.580245,no
"CG3338,Psf2",chr2L:4382915-4387832,warm,cold,OK,22.1791,20.3336,-0.125336,-0.30553,0.50105,0.668067,no
CG3652,chr2L:4388211-4393899,warm,cold,OK,22.9794,17.687,-0.377652,-0.192373,0.67205,0.804294,no
"CG15431,Sfp24F",chr2L:4403250-4442060,warm,cold,OK,70.5166,50.4199,-0.483969,-0.716587,0.1064,0.213559,no
morgue,chr2L:4442319-4444680,warm,cold,OK,5.74795,4.66335,-0.301681,-0.324366,0.4578,0.628332,no
MFS18,chr2L:4444731-4448703,warm,cold,OK,8.65883,8.86758,0.0343678,0.0876753,0.84655,0.91621,no
CG15439,chr2L:4449294-4453038,warm,cold,OK,2.27626,2.35117,0.0467128,0.131895,0.7828,0.878866,no
"CG15440,Gs1l",chr2L:4453128-4456890,warm,cold,OK,39.0079,47.0013,0.268933,0.837304,0.07245,0.156099,no
RpL27A,chr2L:4457185-4458364,warm,cold,OK,714.282,637.011,-0.165175,-0.794259,0.12635,0.24387,no
snoRNA:Me18S-C1831,chr2L:4457185-4458364,warm,cold,OK,0,83.0712,inf,#NAME?,0.17305,0.309354,no
mRpL27,chr2L:4458594-4459602,warm,cold,OK,18.3359,17.9195,-0.0331375,-0.0778562,0.85885,0.924861,no
CG15443,chr2L:4459785-4463447,warm,cold,OK,6.92725,4.05938,-0.771025,-1.18707,0.0153,0.042562,yes
ine,chr2L:4463610-4477026,warm,cold,OK,26.733,40.6826,0.605791,2.16154,5.00E-05,0.000245228,yes
dp,chr2L:4477452-4595054,warm,cold,OK,5.44905,12.8045,1.23258,4.87175,5.00E-05,0.000245228,yes
HP6,chr2L:4477452-4595054,warm,cold,OK,14.98,9.36236,-0.678098,-0.256457,0.52315,0.68646,no
CR43716,chr2L:4477452-4595054,warm,cold,NOTEST,0.0431336,0.272537,2.65957,0,1,1,no
Bsg25A,chr2L:4682645-4688956,warm,cold,NOTEST,0,0.0358752,inf,0,1,1,no
CG3251,chr2L:4688964-4690702,warm,cold,NOTEST,1.24397,1.14743,-0.116544,0,1,1,no
Taf12L,chr2L:4694720-4722465,warm,cold,OK,9.0832,15.1649,0.739467,1.15389,0.01805,0.0490349,yes
"CG15630,CG15631",chr2L:4732312-4794040,warm,cold,OK,78.4712,81.7238,0.0585931,0.194713,0.68765,0.814327,no
Clect27,chr2L:4794548-4801923,warm,cold,OK,48.9594,117.551,1.26363,5.06311,5.00E-05,0.000245228,yes
CG3225,chr2L:4812978-4818245,warm,cold,OK,4.21792,3.1097,-0.439754,-0.714753,0.1131,0.223964,no
mir-4910,chr2L:4812978-4818245,warm,cold,NOTEST,0,0,0,0,1,1,no
CG2976,chr2L:4821733-4830693,warm,cold,OK,25.9267,20.8843,-0.31202,-0.495094,0.2606,0.422004,no
mir-4912,chr2L:4821733-4830693,warm,cold,NOTEST,0,0,0,0,1,1,no
"CG15626,Ir25a",chr2L:4830842-4837999,warm,cold,OK,18.5929,27.6028,0.570063,2.2295,5.00E-05,0.000245228,yes
CG2950,chr2L:4838346-4847351,warm,cold,OK,49.2866,51.07,0.0512792,0.179832,0.6891,0.815087,no
mRpS2,chr2L:4847765-4850510,warm,cold,OK,11.7019,8.11565,-0.527967,-0.830346,0.0671,0.146549,no
Cf2,chr2L:4852863-4883107,warm,cold,OK,27.6037,18.2193,-0.599395,-1.66846,0.00035,0.00149512,yes
CG2837,chr2L:4892102-4906762,warm,cold,OK,2.02577,2.19294,0.114397,0.0496362,0.9087,0.953256,no
hoe1,chr2L:4908580-4932302,warm,cold,OK,46.2941,25.68,-0.850184,-3.71315,5.00E-05,0.000245228,yes
hoe2,chr2L:4933046-4936582,warm,cold,OK,11.3757,14.4821,0.348307,1.35672,0.0038,0.0127711,yes
mRpL24,chr2L:4942741-4945361,warm,cold,OK,41.9332,48.187,0.20055,0.734839,0.10195,0.206238,no
"Jon25Biii,jet",chr2L:4945510-4951022,warm,cold,OK,245.096,30.2033,-3.02057,-6.97628,5.00E-05,0.000245228,yes
Jon25Bii,chr2L:4952252-4953136,warm,cold,OK,83.045,0.651703,-6.99354,-11.2644,5.00E-05,0.000245228,yes
Jon25Bi,chr2L:4954070-4955353,warm,cold,OK,105.475,1.42869,-6.20606,-15.2438,5.00E-05,0.000245228,yes
"Gmd,Scox,Trip1,l(2)05714",chr2L:4955508-4977023,warm,cold,OK,162.975,159.98,-0.0267591,-0.0895531,0.8728,0.932438,no
CG8891,chr2L:4977224-4979379,warm,cold,OK,8.91046,4.8842,-0.867379,-1.08635,0.02175,0.057462,no
CG8892,chr2L:4979450-5009725,warm,cold,OK,7.99074,4.92987,-0.69678,-0.349983,0.43235,0.603921,no
Rtnl1,chr2L:4979450-5009725,warm,cold,OK,329.865,441.373,0.420123,1.38463,0.0014,0.00526839,yes
"CG31917,vkg",chr2L:5009907-5028191,warm,cold,OK,34.6377,50.3943,0.540918,1.27583,0.0152,0.0423336,yes
CG31650,chr2L:5038052-5050975,warm,cold,OK,35.2402,25.3039,-0.477861,-0.958112,0.03275,0.0806301,no
CG9121,chr2L:5038052-5050975,warm,cold,OK,4.718,2.13075,-1.14681,-0.864016,0.066,0.144681,no
"CG14036,CG31918,Rpn11,eIF-3p40",chr2L:5051099-5059794,warm,cold,OK,223.452,283.652,0.344154,1.36193,0.00695,0.0213707,yes
CR43820,chr2L:5060743-5072070,warm,cold,OK,1.55211,1.61708,0.0591613,0.0212059,0.9762,0.986465,no
pgant5,chr2L:5072102-5093599,warm,cold,OK,15.8361,31.0728,0.972439,4.04256,5.00E-05,0.000245228,yes
CG8680,chr2L:5096152-5100303,warm,cold,OK,238.982,277.856,0.217433,0.541825,0.225,0.378038,no
CG7742,chr2L:5210460-5214891,warm,cold,OK,93.7985,97.934,0.0622445,0.211277,0.6355,0.777278,no
CG14034,chr2L:5215210-5216533,warm,cold,OK,128.287,35.1621,-1.86728,-9.22412,5.00E-05,0.000245228,yes
tkv,chr2L:5218093-5271353,warm,cold,OK,30.2394,25.3976,-0.251735,-0.603204,0.2012,0.346523,no
Bsg25D,chr2L:5271653-5278558,warm,cold,OK,9.98555,14.0243,0.490014,1.7894,0.00015,0.000684556,yes
CG14024,chr2L:5299646-5314885,warm,cold,OK,1.30559,0.986207,-0.404744,-0.261722,0.55635,0.715956,no
Ncoa6,chr2L:5315261-5326683,warm,cold,OK,6.06178,7.93314,0.388151,1.55853,0.00035,0.00149512,yes
CG14022,chr2L:5327156-5329079,warm,cold,OK,127.294,32.3843,-1.97479,-3.14239,5.00E-05,0.000245228,yes
fusl,chr2L:5329856-5338073,warm,cold,OK,22.0988,13.818,-0.677416,-2.24731,5.00E-05,0.000245228,yes
CG12512,chr2L:5339131-5365804,warm,cold,OK,24.9508,20.8942,-0.255979,-1.05727,0.03725,0.0895819,no
CG42850,chr2L:5379094-5381074,warm,cold,OK,84.1871,98.2643,0.223068,0.949944,0.03025,0.075625,no
CR43715,chr2L:5433743-5434347,warm,cold,OK,12.1252,4.55377,-1.41287,-3.99828,5.00E-05,0.000245228,yes
CR31647,chr2L:5435581-5439277,warm,cold,NOTEST,0.0597234,0.0469536,-0.347063,0,1,1,no
snoRNA:Me28S-A2486,chr2L:5435581-5439277,warm,cold,NOTEST,0,0,0,0,1,1,no
"CG7371,CG7382",chr2L:5517618-5523906,warm,cold,OK,52.3284,41.5716,-0.331995,-0.928541,0.0728,0.156682,no
CG7277,chr2L:5524108-5542354,warm,cold,OK,25.8045,20.4738,-0.333849,-0.686178,0.19,0.331532,no
"CG14015,Hel25E,tomb",chr2L:5524108-5542354,warm,cold,OK,29.6745,32.5373,0.132872,0.309327,0.49,0.658234,no
CG14014,chr2L:5549708-5550835,warm,cold,NOTEST,0.175837,0.136811,-0.362056,0,1,1,no
CG14013,chr2L:5552842-5558994,warm,cold,OK,46.9556,44.5902,-0.0745697,-0.254075,0.66015,0.795816,no
CG14011,chr2L:5579579-5581116,warm,cold,OK,17.2609,16.0105,-0.108493,-0.379216,0.3985,0.570942,no
CG7251,chr2L:5587148-5588414,warm,cold,OK,72.9869,57.774,-0.337215,-1.6386,0.00315,0.0107766,yes
CG14010,chr2L:5601894-5617910,warm,cold,OK,2.51752,2.48974,-0.0160076,-0.033812,0.93655,0.966125,no
CG31646,chr2L:5626290-5658553,warm,cold,OK,10.556,7.04995,-0.582382,-1.6203,0.0012,0.00459029,yes
CG14007,chr2L:5715440-5716650,warm,cold,NOTEST,0.688546,1.29241,0.908441,0,1,1,no
CG11149,chr2L:5718120-5720899,warm,cold,OK,12.5886,17.7148,0.492832,1.77402,0.0001,0.000469607,yes
CG14006,chr2L:5724655-5762420,warm,cold,OK,18.6868,16.1695,-0.208746,-0.360866,0.47595,0.645448,no
CG11147,chr2L:5724655-5762420,warm,cold,OK,94.54,69.7305,-0.439135,-1.66375,0.0013,0.00492816,yes
obst-E,chr2L:5762539-5766150,warm,cold,OK,7.25181,34.0889,2.23289,6.406,5.00E-05,0.000245228,yes
CG9171,chr2L:5766995-5800256,warm,cold,OK,11.4028,34.1366,1.58194,4.62181,5.00E-05,0.000245228,yes
CG14005,chr2L:5800499-5801975,warm,cold,OK,3.30494,3.73995,0.178394,0.394697,0.37245,0.544981,no
CG31644,chr2L:5817889-5818393,warm,cold,OK,168.551,182.61,0.115577,0.821494,0.30965,0.47769,no
CG8965,chr2L:5859761-5879481,warm,cold,OK,1.68992,1.99591,0.240088,0.558956,0.2537,0.413049,no
Sfp26Ac,chr2L:5884349-5884774,warm,cold,OK,72.4078,27.6368,-1.38955,-8.83967,5.00E-05,0.000245228,yes
"Acp26Aa,Acp26Ab",chr2L:5892297-5893968,warm,cold,OK,738.837,424.098,-0.800858,-3.94187,5.00E-05,0.000245228,yes
CG9021,chr2L:5903358-5904674,warm,cold,NOTEST,0.712743,0.5862,-0.28199,0,1,1,no
CR43808,chr2L:5904957-5906250,warm,cold,OK,5.42503,0.826792,-2.71404,-3.9225,5.00E-05,0.000245228,yes
CG14000,chr2L:5907168-5923694,warm,cold,OK,17.7938,17.4439,-0.0286516,-0.032952,0.94915,0.972601,no
CG9016,chr2L:5907168-5923694,warm,cold,OK,499.292,419.372,-0.25165,-0.803377,0.06735,0.147013,no
CR43926,chr2L:5925204-5939261,warm,cold,NOTEST,0.372392,0.279988,-0.411458,0,1,1,no
Sfp26Ad,chr2L:5942622-5943263,warm,cold,OK,319.567,330.093,0.0467517,0.189842,0.6718,0.804179,no
CG13999,chr2L:5943642-5956471,warm,cold,OK,19.6969,14.5478,-0.437171,-0.167854,0.6757,0.80599,no
CG13998,chr2L:5956488-5956819,warm,cold,NOTEST,0.142577,0.623371,2.12835,0,1,1,no
Vm26Ac,chr2L:5958004-5958631,warm,cold,NOTEST,0,0,0,0,1,1,no
Vm26Aa,chr2L:5959595-5960340,warm,cold,NOTEST,0,0.0491337,inf,0,1,1,no
psd,chr2L:5963086-5964951,warm,cold,NOTEST,0.0236244,0.190498,3.01142,0,1,1,no
CG13992,chr2L:5965390-5967752,warm,cold,NOTEST,0.209791,0.356194,0.763715,0,1,1,no
chic,chr2L:5968518-5981079,warm,cold,OK,199.892,291.26,0.543082,1.91118,5.00E-05,0.000245228,yes
lid,chr2L:5989351-5999501,warm,cold,OK,11.4894,13.1073,0.190077,0.790288,0.07165,0.154629,no
Gal,chr2L:6000227-6006827,warm,cold,OK,30.4657,12.3609,-1.3014,-3.77294,5.00E-05,0.000245228,yes
CG9098,chr2L:6007363-6012338,warm,cold,OK,1.57443,0.643426,-1.29098,-2.45132,5.00E-05,0.000245228,yes
H2.0,chr2L:6013056-6019398,warm,cold,NOTEST,0.605153,0.611945,0.0161028,0,1,1,no
CG9107,chr2L:6022950-6024545,warm,cold,OK,4.76264,2.65562,-0.842711,-1.54333,0.0009,0.003546,yes
CG9109,chr2L:6025869-6034423,warm,cold,NOTEST,0.78209,0.27572,-1.50413,0,1,1,no
mtm,chr2L:6034795-6036937,warm,cold,OK,9.70078,7.54362,-0.362844,-1.31583,0.0108,0.0313651,yes
CG9117,chr2L:6036996-6037902,warm,cold,OK,2.12152,2.11764,-0.0026404,-0.00513103,0.96965,0.982787,no
ade2,chr2L:6038079-6045970,warm,cold,OK,38.5706,56.6619,0.554878,2.84624,0.00325,0.0110898,yes
"CG34179,slmo",chr2L:6046369-6050477,warm,cold,OK,106.755,105.446,-0.0178069,-0.0830174,0.88015,0.936029,no
CG9140,chr2L:6060509-6062757,warm,cold,OK,259.23,182.694,-0.504804,-2.14399,5.00E-05,0.000245228,yes
"CG9150,Fbw5",chr2L:6062887-6068635,warm,cold,OK,7.88788,6.80734,-0.212547,-0.38892,0.4096,0.582609,no
CG9154,chr2L:6069078-6070697,warm,cold,OK,8.17564,5.17705,-0.659201,-0.691922,0.1239,0.2402,no
CR43801,chr2L:6074250-6074796,warm,cold,NOTEST,0.617282,0.188513,-1.71127,0,1,1,no
CG9175,chr2L:6081807-6099094,warm,cold,OK,9.16638,10.0711,0.135799,0.318551,0.4795,0.648396,no
WDR79,chr2L:6125120-6127653,warm,cold,OK,2.51269,2.85776,0.185652,0.260439,0.55455,0.714495,no
tectonic,chr2L:6127871-6130651,warm,cold,OK,2.74953,2.62734,-0.0655844,-0.181973,0.70235,0.824466,no
CG31639,chr2L:6153839-6155088,warm,cold,OK,440.192,432.875,-0.0241842,-0.110204,0.8169,0.898879,no
CG13983,chr2L:6253122-6322251,warm,cold,NOTEST,0,0.0295963,inf,0,1,1,no
CG43922,chr2L:6253122-6322251,warm,cold,OK,67.0827,62.742,-0.0965076,-0.410394,0.66975,0.803455,no
Pez,chr2L:6332880-6338671,warm,cold,OK,4.81967,8.68479,0.849557,3.08866,5.00E-05,0.000245228,yes
CG9497,chr2L:6338694-6348427,warm,cold,OK,28.1998,8.75167,-1.68806,-1.1041,0.02675,0.068557,no
CG9498,chr2L:6348706-6351180,warm,cold,OK,34.1508,6.40325,-2.41504,-7.732,5.00E-05,0.000245228,yes
ppk7,chr2L:6352323-6354331,warm,cold,NOTEST,0.0561764,0,#NAME?,0,1,1,no
CG9500,chr2L:6357250-6358235,warm,cold,OK,7.6551,6.96313,-0.136686,-0.411254,0.48325,0.651833,no
CG42368,chr2L:6377767-6411306,warm,cold,OK,6.18571,11.9166,0.945956,1.60814,0.0031,0.0106209,yes
CG42370,chr2L:6377767-6411306,warm,cold,OK,10.6216,5.97884,-0.829061,-1.39855,0.0056,0.0178223,yes
CG42369,chr2L:6377767-6411306,warm,cold,OK,59.6524,13.4226,-2.15191,-4.24048,5.00E-05,0.000245228,yes
Tig,chr2L:6412314-6423308,warm,cold,OK,8.2074,9.99769,0.284671,1.14608,0.01025,0.0299666,yes
CG9527,chr2L:6445069-6448503,warm,cold,OK,58.7013,22.9727,-1.35347,-5.61704,5.00E-05,0.000245228,yes
retm,chr2L:6448805-6455934,warm,cold,OK,35.9433,16.322,-1.1389,-5.04833,5.00E-05,0.000245228,yes
CG16947,chr2L:6456034-6465669,warm,cold,OK,2.84611,2.67452,-0.0897081,-0.0941493,0.83145,0.908378,no
CG9531,chr2L:6466216-6467700,warm,cold,OK,21.0859,19.0116,-0.149404,-0.517679,0.2616,0.423171,no
mmy,chr2L:6468537-6473919,warm,cold,OK,35.9188,35.3838,-0.0216493,-0.0884311,0.8471,0.91621,no
CG9536,chr2L:6474437-6476972,warm,cold,OK,12.9302,9.15617,-0.49793,-1.72933,0.0003,0.00129843,yes
Sec61alpha,chr2L:6477181-6480489,warm,cold,OK,104.405,102.115,-0.0319861,-0.161177,0.75885,0.864041,no
KFase,chr2L:6480861-6488842,warm,cold,OK,10.621,13.2059,0.31426,0.384756,0.4083,0.581248,no
CG9548,chr2L:6488989-6490876,warm,cold,OK,16.8037,15.2639,-0.138651,-0.190633,0.6741,0.805404,no
CG9547,chr2L:6491116-6498555,warm,cold,OK,9.42042,12.4209,0.398907,0.659815,0.2112,0.359192,no
eya,chr2L:6527446-6546972,warm,cold,OK,3.64394,2.40523,-0.599328,-1.65924,0.00025,0.00109851,yes
osm-6,chr2L:6555810-6561660,warm,cold,OK,5.63176,4.86463,-0.211254,-0.152463,0.77735,0.875689,no
CG9596,chr2L:6555810-6561660,warm,cold,OK,2.58693,0.984473,-1.39382,-0.433325,0.31745,0.486485,no
CG13766,chr2L:6562295-6566587,warm,cold,NOTEST,0,0.29668,inf,0,1,1,no
CG11319,chr2L:6568389-6601066,warm,cold,OK,9.70021,7.91047,-0.294251,-1.18857,0.00645,0.0200682,yes
CG11320,chr2L:6611022-6621700,warm,cold,OK,0.551087,2.62274,2.25072,1.64815,0.00115,0.00441905,yes
Oatp26F,chr2L:6623122-6632407,warm,cold,NOTEST,0.128636,0.320381,1.31649,0,1,1,no
CG31635,chr2L:6632791-6649190,warm,cold,OK,21.1252,20.9368,-0.0129246,-0.0533489,0.9033,0.950588,no
"CG31633,CG31636",chr2L:6649387-6657994,warm,cold,OK,13.2517,6.61923,-1.00144,-1.23996,0.0125,0.0355853,yes
CG13771,chr2L:6658506-6676635,warm,cold,OK,1.92174,0.966248,-0.991948,-0.258104,0.637,0.778709,no
Galt,chr2L:6658506-6676635,warm,cold,OK,40.3207,88.8367,1.13964,1.92126,0.0005,0.00207223,yes
Spn27A,chr2L:6658506-6676635,warm,cold,OK,18.1078,25.1844,0.47592,0.617213,0.20735,0.354532,no
cort,chr2L:6658506-6676635,warm,cold,NOTEST,0.413535,0.267328,-0.629399,0,1,1,no
CG11329,chr2L:6676648-6677625,warm,cold,OK,1.25318,1.37736,0.136311,0.165379,0.7009,0.823605,no
Nhe3,chr2L:6677802-6684506,warm,cold,OK,31.0726,46.2807,0.574766,2.3319,5.00E-05,0.000245228,yes
"CG11327,Tsp",chr2L:6684839-6709086,warm,cold,OK,127.636,145.273,0.186728,0.847607,0.08145,0.171795,no
GRHR,chr2L:6711284-6716186,warm,cold,OK,36.5425,26.1177,-0.484543,-2.01085,5.00E-05,0.000245228,yes
homer,chr2L:6717624-6723359,warm,cold,OK,23.4054,16.944,-0.466066,-1.60231,0.0002,0.0008941,yes
TTLL3A,chr2L:6736448-6740176,warm,cold,NOTEST,0.236956,0.234251,-0.0165676,0,1,1,no
CG31910,chr2L:6742507-6755686,warm,cold,OK,66.2099,76.3174,0.204965,0.759691,0.08425,0.176441,no
"CG11321,CG11322",chr2L:6757863-6772758,warm,cold,OK,29.4138,39.1803,0.413633,1.17418,0.0098,0.0287648,yes
nrv1,chr2L:6778554-6786861,warm,cold,OK,189.045,216.707,0.197017,0.807843,0.068,0.148022,no
nrv2,chr2L:6789662-6798862,warm,cold,OK,159.869,309.669,0.953833,3.7762,5.00E-05,0.000245228,yes
CG17376,chr2L:6799945-6800834,warm,cold,OK,1451.53,1295.46,-0.164106,-0.684337,0.12505,0.241834,no
CG17377,chr2L:6801377-6802789,warm,cold,OK,588.305,567.064,-0.0530526,-0.236837,0.6153,0.762833,no
CG17375,chr2L:6802952-6805871,warm,cold,OK,64.4235,60.9778,-0.0793041,-0.26693,0.55745,0.716574,no
Nha1,chr2L:6854169-6870464,warm,cold,OK,19.6484,3.11823,-2.65561,-5.44155,5.00E-05,0.000245228,yes
CG13773,chr2L:6874899-6907844,warm,cold,OK,3.14191,2.96406,-0.0840679,-0.0919953,0.8268,0.905302,no
"wee,x16",chr2L:6908082-6920360,warm,cold,OK,24.4005,24.7649,0.0213829,0.05365,0.9059,0.952053,no
CG32829,chr2L:6908082-6920360,warm,cold,NOTEST,0.230662,0.833325,1.8531,0,1,1,no
nop5,chr2L:6908082-6920360,warm,cold,OK,11.9082,8.9141,-0.41779,-0.758075,0.12625,0.243756,no
snoRNA:nop5-x16-a,chr2L:6908082-6920360,warm,cold,NOTEST,0,0,0,0,1,1,no
CG18304,chr2L:6920656-6942910,warm,cold,OK,11.66,22.1422,0.925227,1.5887,0.00025,0.00109851,yes
CG10158,chr2L:6943177-6945289,warm,cold,OK,54.6597,50.5118,-0.113857,-0.46432,0.29395,0.460258,no
ihog,chr2L:6945463-6948808,warm,cold,OK,1.26757,2.27356,0.842887,2.12555,5.00E-05,0.000245228,yes
Gas41,chr2L:6949309-6950207,warm,cold,OK,9.41305,8.29135,-0.183055,-0.586846,0.3181,0.487165,no
CG13775,chr2L:6950439-6956872,warm,cold,OK,1.22402,0.347346,-1.81719,-1.04828,0.04385,0.102635,no
CG3430,chr2L:6957009-6960285,warm,cold,NOTEST,0.384712,0.232695,-0.72534,0,1,1,no
Atac1,chr2L:6957009-6960285,warm,cold,OK,4.6343,2.17486,-1.09143,-1.82702,0.0001,0.000469607,yes
sip2,chr2L:6960422-6964074,warm,cold,OK,145.371,151.946,0.0638178,0.269443,0.54725,0.70779,no
smt3,chr2L:6966779-6967644,warm,cold,OK,104.399,110.242,0.0785714,0.425014,0.46515,0.635028,no
snRNP-U1-70K,chr2L:6968710-6971737,warm,cold,OK,8.83077,9.28487,0.0723423,0.259207,0.55885,0.717455,no
uif,chr2L:6972656-7010312,warm,cold,OK,3.25089,10.5602,1.69974,7.01594,5.00E-05,0.000245228,yes
ade3,chr2L:7013316-7023978,warm,cold,OK,15.4707,36.1058,1.22269,5.14236,5.00E-05,0.000245228,yes
CG31908,chr2L:7024826-7027295,warm,cold,OK,22.3277,20.0735,-0.153541,-0.592273,0.1851,0.325133,no
Rab30,chr2L:7030492-7056014,warm,cold,OK,16.8294,15.7645,-0.0943044,-0.108898,0.80845,0.893574,no
CG31907,chr2L:7056300-7063672,warm,cold,OK,81.1676,92.4656,0.188014,0.580367,0.18535,0.325388,no
Nuf2,chr2L:7063985-7065837,warm,cold,OK,3.75118,3.56385,-0.0739081,-0.0755611,0.86255,0.926849,no
Pvf2,chr2L:7067982-7084634,warm,cold,OK,1.54761,3.10221,1.00325,1.74287,0.0003,0.00129843,yes
Pvf3,chr2L:7098182-7157699,warm,cold,OK,5.92458,7.30706,0.302579,0.985753,0.0222,0.0584159,no
CG4496,chr2L:7182117-7188068,warm,cold,OK,0.93257,1.798,0.947107,0.724605,0.1163,0.229111,no
CG4497,chr2L:7190430-7194588,warm,cold,OK,6.39652,3.68039,-0.797429,-2.37069,5.00E-05,0.000245228,yes
CG4502,chr2L:7194907-7204268,warm,cold,OK,28.0471,37.1623,0.405988,1.60728,0.00035,0.00149512,yes
CG13784,chr2L:7204508-7220104,warm,cold,OK,55.1671,96.1705,0.801787,2.88846,5.00E-05,0.000245228,yes
ico,chr2L:7220368-7223081,warm,cold,OK,11.4532,13.2819,0.213708,0.846217,0.075,0.160569,no
"CG43800,Ndae1",chr2L:7223327-7249446,warm,cold,OK,48.384,32.7834,-0.561566,-1.29016,0.00575,0.0182554,yes
CG13786,chr2L:7250606-7252982,warm,cold,NOTEST,0.668885,0.38066,-0.813256,0,1,1,no
Wnt4,chr2L:7255418-7277168,warm,cold,OK,1.28131,0.7128,-0.84605,-0.863906,0.05965,0.132955,no
CR44063,chr2L:7364509-7377528,warm,cold,NOTEST,0.14684,0,#NAME?,0,1,1,no
CG5149,chr2L:7384485-7388253,warm,cold,OK,15.7218,18.9839,0.272009,0.99419,0.02575,0.0663538,no
CG5160,chr2L:7390983-7398750,warm,cold,OK,2.82099,4.4799,0.667265,1.40097,0.0024,0.00850105,yes
CG5181,chr2L:7405226-7409809,warm,cold,OK,8.69227,8.24049,-0.0770034,-0.0806831,0.852,0.919945,no
CG5958,chr2L:7426830-7433663,warm,cold,OK,71.9428,121.838,0.760041,0.952804,0.0373,0.089611,no
santa-maria,chr2L:7437422-7451167,warm,cold,OK,27.2693,28.4739,0.0623621,0.129435,0.77405,0.873606,no
Gr28a,chr2L:7452519-7454212,warm,cold,NOTEST,0.377114,0.155813,-1.27519,0,1,1,no
Gr28b,chr2L:7454825-7462247,warm,cold,NOTEST,0.780852,1.02693,0.395218,0,1,1,no
CG42533,chr2L:7466542-7496307,warm,cold,OK,12.7664,22.0089,0.785731,1.96145,0.00015,0.000684556,yes
Obp28a,chr2L:7496790-7497365,warm,cold,OK,4.75076,11.8874,1.3232,3.59829,5.00E-05,0.000245228,yes
"CG13791,Rapgap1",chr2L:7497804-7578680,warm,cold,OK,13.3991,14.7012,0.133805,0.358118,0.35515,0.527106,no
Slob,chr2L:7642003-7692683,warm,cold,OK,24.7165,9.74267,-1.34309,-3.11956,5.00E-05,0.000245228,yes
CR44148,chr2L:7642003-7692683,warm,cold,OK,2.74064,3.04397,0.151438,0.0549708,0.9036,0.950764,no
"CG18585,CG7025",chr2L:7642003-7692683,warm,cold,OK,49.7579,24.1515,-1.04282,-2.06753,5.00E-05,0.000245228,yes
Tep2,chr2L:7693026-7701601,warm,cold,OK,41.9443,42.6336,0.0235172,0.0912403,0.83515,0.910905,no
